year,name,rank,citizenship,countrycode,networthusbillion,selfmade,typeofwealth,gender,age,industry,IndustryAggregates,region,north,politicalconnection,founder,generationofinheritance,sector,company,companytype,relationshiptocompany,foundingdate,gdpcurrentus,sourceofwealth,notes,notes2,source,source_2,source_3,source_4
1996,Antonio Ermirio de Moraes,31,Brazil,BRA,5.1,inherited,inherited,male,0,Non-consumer industrial,Traded Sectors,Latin America,0,,0,inherited from father,"metals, paper, cement",Votorantim Group,new,relation,1919,8.54E+11,,inherited from father,,http://en.wikipedia.org/wiki/Ant%C3%B4nio_Erm%C3%ADrio_de_Moraes,http://en.wikipedia.org/wiki/Votorantim_Group,http://www.reuters.com/article/brazil-ermirio-de-moraes-obituary-idUSL1N0QV0BQ20140825,
2001,Forrest Mars Jr,31,United States,USA,9,inherited,inherited,male,69,Consumer,Traded Sectors,North America,1,,0,Third generation,candy,"Mars, Incorperated",new,relation,1911,1.06E+13,,3rd generation,,"http://en.wikipedia.org/wiki/Forrest_Mars,_Jr.",http://www.forbes.com/lists/2010/10/billionaires-2010_Forrest-Mars-Jr_A8TH.html,http://www.forbes.com/profile/forrest-mars-jr/,
2014,"Forrest Mars, Jr.",31,United States,USA,20,inherited,inherited,male,82,Consumer,Traded Sectors,North America,1,,0,Third generation,candy,"Mars, Incorperated",new,relation,1911,,candy,3rd generation,,"http://en.wikipedia.org/wiki/Forrest_Mars,_Jr.",http://www.forbes.com/lists/2010/10/billionaires-2010_Forrest-Mars-Jr_A8TH.html,http://www.forbes.com/profile/forrest-mars-jr/,
2001,Jacqueline Mars,31,United States,USA,9,inherited,inherited,female,,Consumer,Traded Sectors,North America,1,,0,Third generation,candy,"Mars, Incorperated",new,relation,1911,1.06E+13,,3rd generation,,"http://en.wikipedia.org/wiki/Forrest_Mars,_Jr.",http://www.forbes.com/lists/2010/10/billionaires-2010_Forrest-Mars-Jr_A8TH.html,,
2014,Jacqueline Mars,31,United States,USA,20,inherited,inherited,female,74,Consumer,Traded Sectors,North America,1,,0,Third generation,candy,"Mars, Incorperated",new,relation,1911,,candy,3rd generation,,"http://en.wikipedia.org/wiki/Forrest_Mars,_Jr.",http://www.forbes.com/lists/2010/10/billionaires-2010_Forrest-Mars-Jr_A8TH.html,,
2001,John Mars,31,United States,USA,9,inherited,inherited,male,64,Consumer,Traded Sectors,North America,1,,0,Third generation,candy,"Mars, Incorperated",new,relation,1911,1.06E+13,,3rd generation,,"http://en.wikipedia.org/wiki/Forrest_Mars,_Jr.",http://www.forbes.com/lists/2010/10/billionaires-2010_Forrest-Mars-Jr_A8TH.html,,
2014,John Mars,31,United States,USA,20,inherited,inherited,male,77,Consumer,Traded Sectors,North America,1,,0,Third generation,candy,"Mars, Incorperated",new,relation,1911,,candy,3rd generation,,"http://en.wikipedia.org/wiki/Forrest_Mars,_Jr.",http://www.forbes.com/lists/2010/10/billionaires-2010_Forrest-Mars-Jr_A8TH.html,,
2001,Kirsten Rausing,31,Sweden,SWE,9,inherited,inherited,female,,Consumer,Traded Sectors,Europe,1,,0,Third generation,food packaging,Tetra Pak,new,relation,1951,2.40E+11,,3rd generation,,http://en.wikipedia.org/wiki/Rausing_family,http://www.forbes.com/profile/finn-rausing/,,
1996,Eka Tjipta Widjaja,32,Indonesia,IDN,5.1,self-made,self-made finance,male,0,Diversified financial,Financial,East Asia,0,,1,0,banking,Sinar Mas Group,new,founder,1962,2.27E+11,,,,http://en.wikipedia.org/wiki/Eka_Tjipta_Widjaja,http://en.wikipedia.org/wiki/Sinar_Mas_Group,,
1996,Liliane Bettencourt,33,France,FRA,5,inherited,inherited,female,73,Consumer,Traded Sectors,Europe,1,,0,inherited from father,cosmetics,L'Oreal,new,relation,1909,1.61E+12,,inherited from father,only child,http://www.forbes.com/profile/liliane-bettencourt/,,,
2014,Jorge Paulo Lemann,34,Brazil,BRA,19.7,self-made,founder non-finance,male,74,Consumer,Traded Sectors,Latin America,0,,1,0,investment banking/beer,Ambev,aquired,founder,1999,,beer,"also founded Banco Garantia in 1970s, sold in 1999 to credit suisse",,http://en.wikipedia.org/wiki/Jorge_Paulo_Lemann,http://www.theguardian.com/business/2008/jul/15/fooddrinks.mergersandacquisitions1,,
1996,Merck family,34,Germany,DEU,5,inherited,inherited,,0,Technology-Medical,New Sectors,Europe,1,,0,0,pharmaceuticals,Merck,aquired,,1668,2.50E+12,,,,http://en.wikipedia.org/wiki/Merck_family,,,
2001,Charles Ergen,35,United States,USA,8.8,self-made,founder non-finance,male,48,Media,Non-Traded Sectors,North America,1,,1,0,media,dish networtk,new,founder,1980,1.06E+13,,,,http://en.wikipedia.org/wiki/Charlie_Ergen,http://www.forbes.com/profile/charles-ergen/,"A look at Charles Ergen, the man who wants to buy Sprint The Kansas City Star April 15, 2013 Monday",
2014,Lee Shau Kee,35,Hong Kong,HKG,19.6,self-made,self-made finance,male,86,Diversified financial,Financial,East Asia,0,,1,0,real estate,Henderson Land Development,new,founder/chairman,1976,,diversified,,,http://en.wikipedia.org/wiki/Lee_Shau-kee,http://www.hld.com/en/about/profile.shtml,,
1996,Silvio Berlusconi,35,Italy,ITA,5,self-made,privatized and resources,male,59,Media,Non-Traded Sectors,Europe,1,,1,0,media,Fininvest,new,founder,1978,1.31E+12,,,,http://en.wikipedia.org/wiki/Silvio_Berlusconi#Business_career,http://www.bbc.com/news/world-europe-11981754,,
2001,Ted Turner,35,United States,USA,8.8,self-made,founder non-finance,male,62,Media,Non-Traded Sectors,North America,1,,1,0,media,CNN,aquired,founder,1970,1.06E+13,,,,http://en.wikipedia.org/wiki/Ted_Turner,http://www.newyorker.com/magazine/2001/04/23/the-lost-tycoon,,
1996,Mohamed Salim Bin Mahfouz,36,Saudi Arabia,SAU,5,inherited,inherited,male,0,Money Management,Financial,Middle East/North Africa,0,1,0,inherited from father,banking,National Comercial bank of Saudi Arabia,new,relation,1953,1.58E+11,,inherited from father,"father Saudi family's personal banker, ties to al-qaeda",http://www.forbes.com/global/2002/0318/047.html,,,
2014,Steve Ballmer,36,United States,USA,19.3,self-made,executive,male,57,Technology-Computer,New Sectors,North America,1,,0,0,technology,Microsoft,new,CEO,1975,,Microsoft,,,http://en.wikipedia.org/wiki/Steve_Ballmer,http://www.bloomberg.com/news/articles/2015-12-02/microsoft-should-disclose-cloud-revenue-margins-ballmer-says,,
2014,"Theo Albrecht, Jr.",36,Germany,DEU,19.3,inherited,inherited,male,63,"Retail, Restaurant",Non-Traded Sectors,Europe,1,,0,inherited from father,groceries,Aldi Nord,new,Relation,1913,,"Aldi, Trader Joe's",inherited from father,,http://www.forbes.com/profile/theo-albrecht-jr/,,,
1996,Lee Kun-Hee,37,South Korea,KOR,4.9,inherited,inherited,male,0,Technology-Computer,New Sectors,East Asia,1,,0,inherited from father,electronics,Samsung,new,relation,1938,6.03E+11,,inherited from father,chair,http://en.wikipedia.org/wiki/Lee_Kun-hee,http://www.forbes.com/profile/lee-kun-hee/,,
2001,Yasuo Takei,37,Japan,JPN,8.3,self-made,self-made finance,male,71,Money Management,Financial,East Asia,1,,1,0,finance,Takefuji,new,founder,,4.16E+12,,,,http://en.wikipedia.org/wiki/Yasuo_Takei,,,
1996,John Walton,38,United States,USA,4.8,inherited,inherited,male,50,Consumer,Traded Sectors,North America,1,,0,inherited from father, retail,Walmart, new,relation,1962,8.10E+12,,inherited from father,,http://www.foxnews.com/story/2005/06/28/wal-mart-heir-dies-in-plane-crash.html,,,
2014,Leonardo Del Vecchio,38,Italy,ITA,19.2,self-made,founder non-finance,male,78,Consumer,Traded Sectors,Europe,1,,1,0,glasses,?Luxottica,new,founder,1961,,eyeglasses,,,http://en.wikipedia.org/wiki/Leonardo_Del_Vecchio,http://www.forbes.com/profile/leonardo-del-vecchio/,,
2001,Suliman Olayan,38,Saudi Arabia,SAU,8,self-made,self-made finance,male,,Diversified financial,Financial,Middle East/North Africa,0,,1,0,oil infrastructure,General Contracting Company,new,founder,1947,1.83E+11,,,,http://en.wikipedia.org/wiki/Sulaiman_S._Olayan,"Obituaries; Suliman Olayan, 83; Financier and Self-Made Billionaire Businessman Los Angeles Times July 13, 2002 Saturday",,
1996,Jim Walton,39,United States,USA,4.8,inherited,inherited,male,48,"Retail, Restaurant",Non-Traded Sectors,North America,1,,0,inherited from father,retail,Walmart, new,relation,1962,8.10E+12,,inherited from father,CEO/chair Arvest Bank Group,http://www.forbes.com/profile/jim-walton/,,,
2014,Len Blavatnik,39,United States,USA,18.7,self-made,self-made finance,male,56,Diversified financial,Financial,North America,1,,1,0,"aluminum, oil",Renova Group,new,founder,1990,,diversified,,,http://www.renova.ru/en/about/history/,http://www.forbes.com/profile/len-blavatnik/,http://www.businessinsider.com/len-blavatnik-is-the-richest-man-in-britain-2015-6,
2001,Rupert Murdoch,39,United States,USA,7.8,inherited,inherited,male,70,Media,Non-Traded Sectors,North America,1,,0,inherited from father,media,News Limited,new,relation,1923,1.06E+13,,inherited from father,,http://en.wikipedia.org/wiki/Rupert_Murdoch,"The story on Rupert: A new biography of media mogul Rupert Murdoch delivers all the news that's fit to print - and some controversial dirt, too Newsday (New York) December 14, 2008 Sunday",,
2014,Alisher Usmanov,40,Russia,RUS,18.6,self-made,privatized and resources,male,60,Non-consumer industrial,Resource Related,Europe,0,,1,0,metals,Metalloinvest,new,founder,1999,,"steel, telecom, investments",,,http://usm-group.com/,https://en.wikipedia.org/wiki/Metalloinvest,"Russia and the Rams Oligarchy: How the Rams, cheap oil and the Ukrainian war all fit together St. Louis Post-Dispatch (Missouri) March 1, 2015 Sunday",
2001,Hans Rausing,40,Sweden,SWE,7.7,inherited,inherited,male,74,Consumer,Traded Sectors,Europe,1,,0,inherited from father,food packaging,Tetra Pak,new,relation,1951,2.40E+11,,inherited from father,,http://en.wikipedia.org/wiki/Hans_Rausing,"G2: The fall of the house of Rausing: The discovery of Eva Rausing's dead body at her home in Chelsea this week, and her husband's arrest for drug possession, are just the latest episodes in a grim saga. Stuart Jeffries reports on the troubles of the family that built an empire worth billions on a humble drinks carton The Guardian - Final Edition July 12, 2012 Thursday",,
1996,Helen Walton,40,United States,USA,4.7,inherited,inherited,female,76,Consumer,Traded Sectors,North America,1,,0,spouse or widow,retail,Walmart, new,relation,1962,8.10E+12,,widow,,en.wikipedia.org/wiki/Helen_Walton,http://www.nytimes.com/2007/04/21/business/21walton.html,,
2014,Mukesh Ambani,40,India,IND,18.6,inherited,inherited,male,56,Energy,Resource Related,South Asia,0,,0,0,textiles,Reliance,new,relation,1980,,"petrochemicals, oil & gas","(Got a license), joined father's firm one year after textile liscence granted",,http://www.ril.com/html/aboutus/mukesh_ambani.html,https://en.wikipedia.org/wiki/Dhirubhai_Ambani,,
2001,Nobutada Saji,40,Japan,JPN,7.7,inherited,inherited,male,55,Consumer,Traded Sectors,East Asia,1,,0,Third generation,brewery,Suntory,new,relation,1899,4.16E+12,,3rd generation,,http://en.wikipedia.org/wiki/Nobutada_Saji,http://en.wikipedia.org/wiki/Suntory,http://www.suntory.com/about/history/index.html,
1996,Alice Walton,41,United States,USA,4.7,inherited,inherited,female,47,"Retail, Restaurant",Non-Traded Sectors,North America,1,,0,inherited from father,retail,Walmart, new,relation,1962,8.10E+12,,inherited from father,not involved in company,http://www.forbes.com/profile/nancy-walton-laurie/,,,
2001,Azim Premji,42,India,IND,6.9,inherited,inherited,male,55,Technology-Computer,New Sectors,South Asia,0,,0,inherited from father,software,Wipro Limited,new,relation,1945,4.94E+11,,inherited from father,,http://en.wikipedia.org/wiki/Azim_Premji,http://www.forbes.com/lists/2009/10/billionaires-2009-richest-people_Azim-Premji_1UFS.html,http://www.wipro.com/about-wipro/,
2014,Masayoshi Son,42,Japan,JPN,18.4,self-made,founder non-finance,male,56,Technology-Computer,New Sectors,East Asia,1,,1,0,technology,Softbank,new,founder/CEO,1981,,"internet, telecom",,,http://en.wikipedia.org/wiki/Masayoshi_Son,http://www.softbank.jp/en/corp/about/history/,http://www.softbank.jp/en/corp/about/message/,
2014,Michael Otto,42,Germany,DEU,18.4,inherited,inherited,male,70,"Retail, Restaurant",Non-Traded Sectors,Europe,1,,0,inherited from father,mail order retail,Otto Group,new,relation,1949,,"retail, real estate",inherited from father,,http://en.wikipedia.org/wiki/Michael_Otto_(businessman),http://www.forbes.com/profile/michael-otto/,http://www.dw.com/en/german-retail-pioneer-werner-otto-turns-100/a-4559607,
2014,Phil Knight,42,United States,USA,18.4,self-made,founder non-finance,male,76,Consumer,Traded Sectors,North America,1,,1,0,apparel,Nike,new,founder,1964,,Nike,,,http://en.wikipedia.org/wiki/Phil_Knight,http://www.usatoday.com/story/sports/2015/09/30/phil-knight-nike-michael-jordan-stepping-down-2016/72885302/,,
1996,S Robson Walton,42,United States,USA,4.7,inherited,inherited,male,52,"Retail, Restaurant",Non-Traded Sectors,North America,1,,0,inherited from father,retail,Walmart, new,relation,1962,8.10E+12,,inherited from father,chairman walmart,http://www.forbes.com/profile/s-robson-walton/,,,
2001,Amancio Ortega,43,Spain,ESP,6.6,self-made,founder non-finance,male,65,Consumer,Traded Sectors,Europe,1,,1,0,Fashion,Zara,new,founder,1975,6.26E+11,,,,http://www.forbes.com/profile/amancio-ortega/,,,
1996,Henkel family,43,Germany,DEU,4.6,inherited,inherited,,0,Non-consumer industrial,Traded Sectors,Europe,1,,0,0,chemicals,Henkel AG,new,,1876,2.50E+12,,,,http://en.wikipedia.org/wiki/Henkel,,,
2001,Leonardo Del Vecchio,43,Italy,ITA,6.6,self-made,founder non-finance,male,65,Consumer,Traded Sectors,Europe,1,,1,0,glasses,?Luxottica,new,founder,1961,1.16E+12,,,,http://en.wikipedia.org/wiki/Leonardo_Del_Vecchio,http://www.forbes.com/profile/leonardo-del-vecchio/,,
1996,Masayoshi Son,44,Japan,JPN,4.6,self-made,founder non-finance,male,38,Media,Non-Traded Sectors,East Asia,1,,1,0,technology,Softbank,new,founder/CEO,1981,4.71E+12,,,,http://en.wikipedia.org/wiki/Masayoshi_Son,http://www.softbank.jp/en/corp/about/history/,http://www.softbank.jp/en/corp/about/message/,
1996,Friedrich Flick,45,Germany,DEU,4.5,inherited,inherited,male,69,Money Management,Financial,Europe,1,,0,inherited from father,coal,Friedrich Flick Industrial Holding,new,relation,1919,2.50E+12,,inherited from father,"father was found guilty at the Nuremberg trials, managed to rebuild fortune after serving prison term",http://en.wikipedia.org/wiki/Friedrich_Karl_Flick,,,
2001,Gerald Cavendish Grosvenor,45,United Kingdom,GBR,6.5,inherited,inherited,male,49,Real Estate,Financial,Europe,1,,0,Fifth generation or longer,real estate,Grosvenor Group,new,relation,1677,1.53E+12,,duke of westminster,"two sisters, again did not inherit title because of patralinial heritage","http://en.wikipedia.org/wiki/Gerald_Grosvenor,_6th_Duke_of_Westminster",http://www.forbes.com/profile/gerald-cavendish-grosvenor/,,
2014,Tadashi Yanai,45,Japan,JPN,17.9,self-made,founder non-finance,male,65,"Retail, Restaurant",Non-Traded Sectors,East Asia,1,,1,0,apparel,Fast Retailing/Uniqlo,new,founder,1963,,retail,,,http://www.forbes.com/profile/tadashi-yanai/,http://www.telegraph.co.uk/fashion/brands/meet-tadashi-yanai-uniqlo-billion-dollar-man/,,
2014,Gina Rinehart,46,Australia,AUS,17.7,inherited,inherited,female,60,Mining and metals,Resource Related,North America,1,,0,inherited from father,mining,Hancock Prospecting,new,relation,1955,,mining,inherited from father,,http://www.ft.com/cms/s/2/047b7ab0-7643-11e5-a95a-27d368e1ddf7.html#axzz3xubqFP4f,,,
2001,Kirk Kerkorian,46,United States,USA,6.4,self-made,self-made finance,male,83,Real Estate,Financial,North America,1,,0,0,real estate,MGM Grand,aquired,investor,1924,1.06E+13,,purchased in 1969,,http://en.wikipedia.org/wiki/Kirk_Kerkorian,http://www.forbes.com/profile/kirk-kerkorian/,"PROFILE: Las Vegas billionaire amassed his wealth in gaming, entertainment The Ottawa Citizen April 13, 1995, Thursday, FINAL EDITION",
1996,Liem Sioe Liong,46,Indonesia,IDN,4.5,self-made,self-made finance,male,0,Diversified financial,Financial,East Asia,0,,1,0,consumer goods,Salim Group,new,founder,1952,2.27E+11,,,,http://en.wikipedia.org/wiki/Sudono_Salim,,,
2001,Charles Schwab,47,United States,USA,6.3,self-made,self-made finance,male,63,Money Management,Financial,North America,1,,1,0,brokerage/banking,Charles Schwab Corporation,new,founder,1971,1.06E+13,,,,http://en.wikipedia.org/wiki/Charles_R._Schwab,http://www.forbes.com/profile/charles-schwab/,"Founder back to lead Charles Schwab: Broker hopes to be rejuvenated after change at the top Ottawa Citizen July 21, 2004 Wednesday Final Edition",
2001,Francois Pinault,47,France,FRA,6.3,self-made,founder non-finance,male,64,"Retail, Restaurant",Non-Traded Sectors,Europe,1,,1,0,apparel,"Pinault-Printemps-Redoute (PPR), now known as Kering",new,founder,1963,1.38E+12,,,,http://en.wikipedia.org/wiki/Fran?ois_Pinault,http://www.kering.com/en/group/history,,
2014,Mikhail Fridman,47,Russia,RUS,17.6,self-made,privatized and resources,male,49,Energy,Resource Related,Europe,0,,1,0,investment banking,Alfa Group,new,founder,1989,,"oil, banking, telecom",,,http://www.forbes.com/profile/mikhail-fridman/,"The Autumn Of the Oligarchs The New York Times October 8, 2000, Sunday, Late Edition - Final",,
1996,Pierre Landolt,47,Switzerland,CHE,4.5,self-made,founder non-finance,male,0,Technology-Medical,New Sectors,Europe,1,,1,0,venture capitalist,AxialPar,new,founder,2001,3.30E+11,,,,http://www.forbes.com/profile/pierre-landolt/,http://www.axialpar.com.br/axialpar_view.asp?p=2&lang=en,,
